epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
81,0.2802,0.9017,0.9079,0.9020,0.9014,0.9049,0.9571,0.8032,0.1905,0.9767,0.9565,1.0000,0.9524,0.9778,0.9935,0.9544
82,0.3572,0.8475,0.8506,0.8562,0.8380,0.8534,0.9240,0.6944,0.1946,0.9767,0.9565,1.0000,0.9524,0.9778,0.9935,0.9544
83,0.2852,0.8915,0.8954,0.8954,0.8873,0.8954,0.9545,0.7827,0.1985,0.9535,0.9167,1.0000,0.9048,0.9565,0.9903,0.9107
84,0.2719,0.9085,0.9257,0.8954,0.9225,0.9103,0.9650,0.8174,0.1944,0.9535,0.9545,0.9545,0.9524,0.9545,0.9935,0.9069
85,0.2465,0.9288,0.9342,0.9281,0.9296,0.9311,0.9763,0.8575,0.1959,0.9302,0.9524,0.9091,0.9524,0.9302,0.9924,0.8615
86,0.2972,0.8814,0.8831,0.8889,0.8732,0.8860,0.9556,0.7623,0.1907,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
87,0.2490,0.9288,0.9521,0.9085,0.9507,0.9298,0.9722,0.8586,0.1946,0.9535,0.9167,1.0000,0.9048,0.9565,0.9935,0.9107
88,0.2545,0.9254,0.9338,0.9216,0.9296,0.9276,0.9717,0.8508,0.1949,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
89,0.2673,0.8847,0.8993,0.8758,0.8944,0.8874,0.9665,0.7697,0.1898,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
90,0.2610,0.9051,0.9139,0.9020,0.9085,0.9079,0.9684,0.8101,0.2005,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
91,0.3135,0.8780,0.8874,0.8758,0.8803,0.8816,0.9485,0.7558,0.1918,0.9302,0.9524,0.9091,0.9524,0.9302,0.9892,0.8615
92,0.2572,0.9220,0.9276,0.9216,0.9225,0.9246,0.9736,0.8439,0.1993,0.9535,0.9167,1.0000,0.9048,0.9565,0.9892,0.9107
93,0.2869,0.8949,0.9236,0.8693,0.9225,0.8956,0.9562,0.7915,0.1972,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
94,0.2926,0.8712,0.9137,0.8301,0.9155,0.8699,0.9553,0.7463,0.1934,0.9302,0.9524,0.9091,0.9524,0.9302,0.9892,0.8615
95,0.3024,0.8678,0.8750,0.8693,0.8662,0.8721,0.9520,0.7353,0.1896,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
96,0.3056,0.8949,0.9067,0.8889,0.9014,0.8977,0.9521,0.7899,0.1952,0.9535,0.9167,1.0000,0.9048,0.9565,0.9913,0.9107
97,0.2693,0.8983,0.9241,0.8758,0.9225,0.8993,0.9667,0.7979,0.1953,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
98,0.2710,0.8983,0.9020,0.9020,0.8944,0.9020,0.9654,0.7963,0.1953,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
99,0.2839,0.8881,0.9054,0.8758,0.9014,0.8904,0.9584,0.7767,0.1941,0.9535,0.9167,1.0000,0.9048,0.9565,0.9892,0.9107
100,0.2768,0.8949,0.9236,0.8693,0.9225,0.8956,0.9613,0.7915,0.1950,0.9535,0.9167,1.0000,0.9048,0.9565,0.9892,0.9107
